AM903082.gene5.p01	APH(3')-IIIa	ARO:3002647
NC_002163.1.905156.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_002163.1.904807.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_002163.1.905128.p01	cycloserine sensitive D-alanine synthetase	ARO:3000723
NC_002163.1.905319.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_002163.1.904343.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_002163.1.904806.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_003098.1.933362.p01	cycloserine sensitive D-alanine synthetase	ARO:3000723
NC_003098.1.934640.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_003098.1.933368.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_003098.1.934253.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_003098.1.933922.p01	mefE	ARO:3000614
NC_003098.1.933198.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_003098.1.934893.p01	PBP1b	ARO:3003044
NC_003098.1.933649.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_003098.1.934295.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_003098.1.934588.p01	elongation factor G	ARO:3000730
NC_003098.1.933055.p01	elongation factor G	ARO:3000730
NC_003098.1.934298.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_003098.1.933647.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
AL123456.3.gene1726.p01	tsnr	ARO:3003060
AL123456.3.gene701.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
AL123456.3.gene717.p01	elongation factor G	ARO:3000730
AL123456.3.gene1942.p01	Mycobacterium tuberculosis ndh mutant conferring resistance to isoniazid	ARO:3003461
AL123456.3.gene356.p01	Mycobacterium tuberculosis iniA mutant conferring resistance to Ethambutol	ARO:3003448
AL123456.3.gene4056.p01	mycobacterium tuberculosis ethA mutant conferring resistance to ethionamide	ARO:3003458
AL123456.3.gene715.p01	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	ARO:3003395
AL123456.3.gene273.p01	AAC(2')-Ic	ARO:3002525
AL123456.3.gene3052.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AL123456.3.gene6.p01	Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones	ARO:3003295
AL123456.3.gene3604.p01	cycloserine sensitive alanine racemase	ARO:3000722
AL123456.3.gene3541.p01	mfpA	ARO:3003035
AL123456.3.gene1560.p01	Mycobacterium tuberculosis inhA mutations conferring resistance to isoniazid	ARO:3003393
AL123456.3.gene3995.p01	Mycobacterium tuberculosis embB mutations conferring resistance to ethambutol	ARO:3003326
AL123456.3.gene3995.p01	Mycobacterium tuberculosis embB mutants conferring resistance to rifampicin	ARO:3003465
AL123456.3.gene1777.p01	Mycobacterium tuberculosis tlyA mutations conferring resistance to aminoglycosides	ARO:3003445
AL123456.3.gene2252.p01	cycloserine sensitive alanine racemase	ARO:3000722
AL123456.3.gene4121.p01	Mycobacterium tuberculosis gidB mutation conferring resistance to streptomycin	ARO:3003470
AL123456.3.gene357.p01	Mycobacterium tuberculosis iniC mutant conferring resistance to ethambutol	ARO:3003451
AL123456.3.gene2140.p01	Mycobacterium tuberculosis pncA mutations conferring resistance to pyrazinamide	ARO:3003394
AL123456.3.gene1133.p01	elongation factor G	ARO:3000730
AL123456.3.gene126.p01	elongation factor G	ARO:3000730
AL123456.3.gene1622.p01	fluoroquinolone sensitive parC	ARO:3000735
AL123456.3.gene2081.p01	Erm(37)	ARO:3000392
AL123456.3.gene3019.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
AL123456.3.gene3993.p01	Mycobacterium tuberculosis mutant embC conferring resistance to ethambutol	ARO:3003327
AL123456.3.gene4085.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AL123456.3.gene1331.p01	Mycobacterium tuberculosis embR mutant conferring resistance to ethambutol	ARO:3003455
AL123456.3.gene3994.p01	Mycobacterium tuberculosis embA mutant conferring resistance to ethambutol	ARO:3003453
AL123456.3.gene5.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
AL123456.3.gene1998.p01	Mycobacterium tuberculosis katG mutations conferring resistance to isoniazid	ARO:3003392
AL123456.3.gene2909.p01	antibiotic sensitive dihydrofolate reductase	ARO:3000745
AL123456.3.gene700.p01	Mycobacterium tuberculosis rpoB mutants conferring resistance to rifampicin	ARO:3003283
AL123456.3.gene3423.p01	mtrA	ARO:3000816
AL123456.3.gene3133.p01	cycloserine sensitive D-alanine synthetase	ARO:3000723
AL123456.3.gene246.p01	antibiotic sensitive arabinosyltransferase	ARO:3000725
AL123456.3.gene2357.p01	Mycobacterium tuberculosis kasA mutant conferring resistance to isoniazid	ARO:3003463
AF156486.1.gene5.p01	cmlA4	ARO:3002694
AF156486.1.gene6.p01	aadA2	ARO:3002602
AF156486.1.gene3.p01	AAC(6')-Ib'	ARO:3002548
AF156486.1.gene2.p01	GES-1	ARO:3002330
NC_003112.2.902240.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_003112.2.903806.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_003112.2.903465.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_003112.2.902241.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_003112.2.903852.p01	elongation factor G	ARO:3000730
NC_003112.2.902246.p01	elongation factor G	ARO:3000730
NC_003112.2.902880.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_003112.2.902324.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_003112.2.904054.p01	Neisseria gonorrhoeae mutant porin PIB (por) with reduced permeability to antibiotic	ARO:3000464
NC_003112.2.903425.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_003112.2.902291.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
NC_003112.2.904301.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_003112.2.903387.p01	mtrD	ARO:3000811
NC_003112.2.902801.p01	elongation factor G	ARO:3000730
NC_003112.2.903386.p01	mtrC	ARO:3000810
BA000017.4.gene1438.p01	antibiotic sensitive dihydrofolate reductase	ARO:3000745
BA000017.4.gene1367.p01	fluoroquinolone sensitive parC	ARO:3000735
BA000017.4.gene138.p01	tet38	ARO:3000565
BA000017.4.gene1297.p01	Staphylococcus aureus pgsA mutations conferring resistance to daptomycin	ARO:3003323
BA000017.4.gene1366.p01	fluoroquinolone sensitive parC	ARO:3000735
BA000017.4.gene2136.p01	cycloserine sensitive D-alanine synthetase	ARO:3000723
BA000017.4.gene333.p01	mepR	ARO:3000746
BA000017.4.gene559.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
BA000017.4.gene53.p01	ErmA	ARO:3000347
BA000017.4.gene980.p01	antibiotic sensitive signal peptidase I	ARO:3000717
BA000017.4.gene565.p01	elfamycin resistant EF-Tu	ARO:3001312
BA000017.4.gene1666.p01	ErmA	ARO:3000347
BA000017.4.gene2141.p01	Staphylococcus aureus cls conferring resistance to daptomycin	ARO:3003074
BA000017.4.gene6.p01	fluoroquinolone sensitive gyrA	ARO:3000733
BA000017.4.gene1427.p01	arlR	ARO:3000838
BA000017.4.gene2239.p01	cycloserine sensitive alanine racemase	ARO:3000722
BA000017.4.gene2123.p01	cycloserine sensitive alanine racemase	ARO:3000722
BA000017.4.gene564.p01	elongation factor G	ARO:3000730
BA000017.4.gene36.p01	bleomycin resistance protein (BRP)	ARO:3001205
BA000017.4.gene979.p01	antibiotic sensitive signal peptidase I	ARO:3000717
BA000017.4.gene1914.p01	sav1866	ARO:3000489
BA000017.4.gene1411.p01	cycloserine sensitive alanine racemase	ARO:3000722
BA000017.4.gene5.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
BA000017.4.gene1621.p01	elongation factor G	ARO:3000730
BA000017.4.gene43.p01	mecR1	ARO:3000215
BA000017.4.gene1426.p01	arlS	ARO:3000839
BA000017.4.gene702.p01	mgrA	ARO:3000815
BA000017.4.gene560.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
DQ831141.1.gene4.p01	cmlA6	ARO:3002696
DQ831141.1.gene2.p01	CARB-2	ARO:3002241
DQ831141.1.gene12.p01	dfrA19	ARO:3003015
DQ831141.1.gene7.p01	sul1	ARO:3000410
DQ831141.1.gene8.p01	sul1	ARO:3000410
DQ831141.1.gene10.p01	QnrA1	ARO:3002707
AL009126.3.gene7.p01	fluoroquinolone sensitive gyrA	ARO:3000733
AL009126.3.gene1996.p01	fluoroquinolone sensitive parC	ARO:3000735
AL009126.3.gene6.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
AL009126.3.gene3735.p01	fosfomycin sensitive pyruvyl transferase (murA)	ARO:3000724
AL009126.3.gene138.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
AL009126.3.gene2906.p01	blt	ARO:3003006
AL009126.3.gene3741.p01	fosfomycin sensitive pyruvyl transferase (murA)	ARO:3000724
AL009126.3.gene1997.p01	fluoroquinolone sensitive parC	ARO:3000735
AL009126.3.gene368.p01	tmrB	ARO:3003059
AL009126.3.gene4343.p01	fosfomycin sensitive pyruvyl transferase (murA)	ARO:3000724
AL009126.3.gene143.p01	elongation factor G	ARO:3000730
AL009126.3.gene322.p01	lmrA	ARO:3003028
AL009126.3.gene528.p01	cycloserine sensitive alanine racemase	ARO:3000722
AL009126.3.gene1460.p01	ykkD	ARO:3003064
AL009126.3.gene1946.p01	cycloserine sensitive alanine racemase	ARO:3000722
AL009126.3.gene949.p01	mprF	ARO:3000863
AL009126.3.gene949.p01	Bacillus subtilis mprF mutations conferring resistance to daptomycin	ARO:3003324
AL009126.3.gene2929.p01	aadK	ARO:3002627
AL009126.3.gene1459.p01	ykkC	ARO:3003063
AL009126.3.gene2403.p01	antibiotic sensitive dihydrofolate reductase	ARO:3000745
AF512546.1.gene2.p01	EreA2	ARO:3002826
AF512546.1.gene1.p01	dfrA5	ARO:3002861
FN543093.2.gene3861.p01	cycloserine sensitive alanine racemase	ARO:3000722
FN543093.2.gene314.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
FN543093.2.gene4017.p01	elongation factor G	ARO:3000730
FN543093.2.gene3956.p01	elongation factor G	ARO:3000730
FN543093.2.gene2523.p01	cycloserine sensitive alanine racemase	ARO:3000722
FN543093.2.gene2318.p01	FosA	ARO:3000149
FN543093.2.gene3238.p01	antibiotic sensitive signal peptidase I	ARO:3000717
FN543093.2.gene42.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
FN543093.2.gene835.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
FN543093.2.gene427.p01	elongation factor G	ARO:3000730
FN543093.2.gene3588.p01	fluoroquinolone sensitive parC	ARO:3000735
FN543093.2.gene315.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
FN543093.2.gene2948.p01	fluoroquinolone sensitive gyrA	ARO:3000733
AP010904.1.gene4.p01	fluoroquinolone sensitive gyrA	ARO:3000733
AP010904.1.gene1229.p01	elongation factor G	ARO:3000730
AP010904.1.gene3.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
AP010904.1.gene4002.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AP010904.1.gene1786.p01	cycloserine sensitive alanine racemase	ARO:3000722
AP010904.1.gene3155.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
AP010904.1.gene1560.p01	FosX	ARO:3000198
AP010904.1.gene1207.p01	elongation factor G	ARO:3000730
AP010904.1.gene2195.p01	elongation factor G	ARO:3000730
AP010904.1.gene3156.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
AP010904.1.gene393.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
AP010904.1.gene4600.p01	elongation factor G	ARO:3000730
AP010904.1.gene475.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_009725.1.5462357.p01	elongation factor G	ARO:3000730
NC_009725.1.5459527.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_009725.1.5461664.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_009725.1.5462918.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_009725.1.5461733.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_009725.1.5461278.p01	elongation factor G	ARO:3000730
NC_009725.1.5461383.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
NC_009725.1.5460264.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_009725.1.5459528.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_009725.1.5460263.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_009725.1.5463020.p01	clbA	ARO:3002814
NC_009725.1.5460378.p01	cycloserine sensitive D-alanine synthetase	ARO:3000723
NC_009725.1.5461732.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_012491.1.7717172.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_012491.1.7717399.p01	clbB	ARO:3002815
NC_012491.1.7719846.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_012491.1.7717904.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_012491.1.7717614.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_012491.1.7716840.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_012491.1.7718715.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
NC_012491.1.7720231.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_012491.1.7720023.p01	fosfomycin sensitive pyruvyl transferase (murA)	ARO:3000724
NC_012491.1.7719129.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_012491.1.7718717.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_012491.1.7718857.p01	elongation factor G	ARO:3000730
NC_012491.1.7719213.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_012491.1.7717716.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_012491.1.7717298.p01	antibiotic sensitive dihydrofolate reductase	ARO:3000745
NC_012491.1.7717618.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_012491.1.7718849.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_012491.1.7717484.p01	antibiotic sensitive signal peptidase I	ARO:3000717
Z50802.3.gene1.p01	dfrA13	ARO:3003012
D16099.1.gene1.p01	myrA	ARO:3001300
NC_006582.1.3203884.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_006582.1.3204546.p01	elongation factor G	ARO:3000730
NC_006582.1.3201806.p01	clbC	ARO:3002816
NC_006582.1.3203892.p01	cycloserine sensitive D-alanine synthetase	ARO:3000723
NC_006582.1.3204559.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_006582.1.3201560.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_006582.1.3202177.p01	elongation factor G	ARO:3000730
NC_006582.1.3202075.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_006582.1.3204560.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_006582.1.3200699.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_006582.1.3201561.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_006582.1.3202074.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_006582.1.3202338.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
NC_006582.1.3200700.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_006582.1.3200698.p01	antibiotic sensitive signal peptidase I	ARO:3000717
U56415.1.gene1.p01	iri	ARO:3002884
AY587982.1.gene1.p01	lsaA	ARO:3000300
KC202804.1.gene4.p01	QnrVC6	ARO:3002803
KF732714.1.gene1.p01	QnrS9	ARO:3002798
JQ349151.1.gene1.p01	QnrB43	ARO:3002758
JQ349153.1.gene1.p01	QnrB44	ARO:3002759
JQ349152.1.gene1.p01	QnrB45	ARO:3002760
JN166689.1.gene1.p01	QnrB40	ARO:3002755
JN166690.1.gene1.p01	QnrB41	ARO:3002756
AHFH01000028.1.gene16.p01	cycloserine sensitive alanine racemase	ARO:3000722
AHFH01000028.1.gene512.p01	Bacillus intrinsic mph	ARO:3003072
ACMJ01000036.1.gene83.p01	Bacillus intrinsic mph	ARO:3003072
CP002508.1.gene2528.p01	phosphonopyruvate decarboxylase	ARO:3000299
CP002508.1.gene2262.p01	cycloserine sensitive alanine racemase	ARO:3000722
CP002508.1.gene1245.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP002508.1.gene591.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP002508.1.gene4404.p01	elongation factor G	ARO:3000730
CP002508.1.gene297.p01	cycloserine sensitive alanine racemase	ARO:3000722
CP002508.1.gene1514.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP002508.1.gene5217.p01	phosphonopyruvate decarboxylase	ARO:3000299
CP002508.1.gene1802.p01	Bacillus intrinsic mph	ARO:3003072
CP002508.1.gene491.p01	phosphonopyruvate decarboxylase	ARO:3000299
CP002508.1.gene3161.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP002508.1.gene126.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
CP002508.1.gene1029.p01	phosphonopyruvate decarboxylase	ARO:3000299
CP002508.1.gene3393.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
CP002508.1.gene127.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
CP002508.1.gene5.p01	fluoroquinolone sensitive parC	ARO:3000735
CP002508.1.gene5.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
CP002508.1.gene2038.p01	phosphonopyruvate decarboxylase	ARO:3000299
CP002508.1.gene1375.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP002508.1.gene6.p01	fluoroquinolone sensitive parC	ARO:3000735
CP002508.1.gene6.p01	fluoroquinolone sensitive gyrA	ARO:3000733
CP002508.1.gene290.p01	cycloserine sensitive D-alanine synthetase	ARO:3000723
CP002508.1.gene3614.p01	fluoroquinolone sensitive parC	ARO:3000735
CP002508.1.gene3838.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
CP002508.1.gene3856.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP002508.1.gene3615.p01	fluoroquinolone sensitive parC	ARO:3000735
CP002508.1.gene1633.p01	phosphonopyruvate decarboxylase	ARO:3000299
CP002508.1.gene3148.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP002508.1.gene131.p01	elongation factor G	ARO:3000730
AE017334.2.gene6.p01	fluoroquinolone sensitive gyrA	ARO:3000733
AE017334.2.gene120.p01	elongation factor G	ARO:3000730
AE017334.2.gene3561.p01	fluoroquinolone sensitive parC	ARO:3000735
AE017334.2.gene1612.p01	Bacillus intrinsic mph	ARO:3003072
AE017334.2.gene3048.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AE017334.2.gene3846.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
AE017334.2.gene3562.p01	fluoroquinolone sensitive parC	ARO:3000735
AE017334.2.gene3330.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
AE017334.2.gene2483.p01	BLA1	ARO:3000090
AE017334.2.gene4478.p01	elongation factor G	ARO:3000730
AE017334.2.gene1079.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AE017334.2.gene5.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
AE017334.2.gene1324.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AE017334.2.gene115.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
AE017334.2.gene268.p01	cycloserine sensitive alanine racemase	ARO:3000722
AE017334.2.gene3864.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AE017334.2.gene3035.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AE017334.2.gene1186.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AE017334.2.gene2076.p01	cycloserine sensitive alanine racemase	ARO:3000722
ACNI01000036.1.gene35.p01	Bacillus intrinsic mph	ARO:3003072
AHFH01000066.1.gene18.p01	mphB	ARO:3000318
AHEL01000071.1.gene5.p01	mphB	ARO:3000318
NZ_AGSO01000004.1.gene131.p01	elongation factor G	ARO:3000730
NZ_AGSO01000004.1.gene215.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NZ_AGSO01000004.1.gene65.p01	mphE	ARO:3003071
NZ_AGSO01000004.1.gene210.p01	elongation factor G	ARO:3000730
NZ_AGSO01000004.1.gene214.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NZ_AGSO01000004.1.gene138.p01	cycloserine sensitive alanine racemase	ARO:3000722
NZ_GG730299.1.gene2445.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NZ_GG730299.1.gene1373.p01	elongation factor G	ARO:3000730
NZ_GG730299.1.gene2561.p01	cycloserine sensitive D-alanine synthetase	ARO:3000723
NZ_GG730299.1.gene897.p01	cycloserine sensitive alanine racemase	ARO:3000722
NZ_GG730299.1.gene26.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NZ_GG730299.1.gene352.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NZ_GG730299.1.gene328.p01	antibiotic sensitive arabinosyltransferase	ARO:3000725
DQ390458.1.gene6.p1	aadA9	ARO:3002609
DQ390458.1.gene4.p1	sul1	ARO:3000410
EF504260.2.gene5.p01	ACC-4	ARO:3001818
JX440355.1.gene2.p01	ACT-12	ARO:3001834
JX440356.1.gene2.p01	ACT-15	ARO:3001837
KF992026.1.gene2.p01	ACT-17	ARO:3001838
KF992028.1.gene2.p01	ACT-18	ARO:3001839
KF992027.1.gene2.p01	ACT-22	ARO:3001843
EU427302.2.gene4.p01	ACT-4	ARO:3001829
U10250.1.gene1.p01	AER-14	ARO:3002991
AM998375.1.gene2.p01	AIM-1	ARO:3000853
AB765395.1.gene1.p1	AQU-1	ARO:3002993
DQ089809.1.gene2.p01	BEL-1	ARO:3002385
AY453161.1.gene1.p01	BLA1	ARO:3000090
X06599.1.gene1.p1	BcI	ARO:3002877
M19530.1.gene1.p1	BcII	ARO:3002878
EU850412.1.gene3.p01	CARB-10	ARO:3002249
HF953351.1.gene4.p01	CARB-16	ARO:3002255
HF953351.1.gene14.p01	APH(3'')-Ib	ARO:3002639
HF953351.1.gene15.p01	APH(6)-Id	ARO:3002660
U14749.1.gene3.p01	CARB-4	ARO:3002243
AY112998.1.gene1.p01	CEPH-A3	ARO:3003093
KF150216.1.gene1.p01	CMY-104	ARO:3002116
AB872957.1.gene1.p01	CMY-110	ARO:3002071
HM046998.2.gene2.p01	CMY-47	ARO:3002058
HM569226.2.gene2.p01	CMY-48	ARO:3002059
HQ185697.1.gene4.p01	CMY-58	ARO:3002072
JN714478.1.gene2.p01	CMY-66	ARO:3002079
JQ711185.1.gene2.p01	CMY-67	ARO:3002080
JN714480.1.gene2.p01	CMY-68	ARO:3002081
JX440350.1.gene2.p01	CMY-70	ARO:3002083
JQ711184.1.gene2.p01	CMY-71	ARO:3002084
JX440352.1.gene2.p01	CMY-72	ARO:3002085
JX440349.1.gene2.p01	CMY-74	ARO:3002087
JQ733572.1.gene2.p01	CMY-75	ARO:3002088
JQ733573.1.gene2.p01	CMY-76	ARO:3002089
JX440353.1.gene2.p01	CMY-77	ARO:3002090
JQ733578.1.gene2.p01	CMY-81	ARO:3002094
JX440351.1.gene2.p01	CMY-83	ARO:3002096
JQ733579.1.gene2.p01	CMY-84	ARO:3002097
KF992025.1.gene2.p01	CMY-93	ARO:3002106
KC351754.1.gene1.p01	CTX-M-136	ARO:3001995
AY044436.1.gene2.p01	CTX-M-15	ARO:3001878
AJ416346.1.gene2.p01	CTX-M-21	ARO:3001883
DQ303459.3.gene3.p01	CTX-M-54	ARO:3001916
EF219134.3.gene16.p01	sul1	ARO:3000410
EF219134.3.gene3.p01	CTX-M-62	ARO:3001923
EF219134.3.gene12.p01	dfrA12	ARO:3002858
EF219134.3.gene47.p01	mphA	ARO:3000316
EF219134.3.gene22.p1	sul1	ARO:3000410
EF576988.1.gene1.p01	CTX-M-66	ARO:3001927
GQ343019.1.gene1.p1	CblA-1	ARO:3002999
AY769934.1.gene1.p01	CfxA5	ARO:3003096
GQ342996.1.gene2.p1	CfxA6	ARO:3003097
KC004136.2.gene1.p01	DIM-1	ARO:3000848
JX049131.1.gene1.p01	FOX-10	ARO:3002162
HM173356.1.gene3.p01	AAC(6')-IIc	ARO:3002596
HM173356.1.gene1.p01	GES-16	ARO:3002345
JX023441.1.gene2.p01	GES-22	ARO:3002351
JX023441.1.gene4.p01	dfrA7	ARO:3002862
JX023441.1.gene3.p01	AAC(6')-Ib3	ARO:3002576
AB113580.1.gene3.p01	AAC(6')-Ia	ARO:3002545
AB113580.1.gene2.p01	GES-3	ARO:3002332
AB116260.1.gene3.p01	AAC(6')-Ia	ARO:3002545
AB116260.1.gene2.p01	GES-4	ARO:3002333
AY920928.1.gene5.p01	GES-9	ARO:3002338
JF414726.1.gene2.p01	GIM-1	ARO:3000845
KJ510410.1.gene6.p01	OXA-1	ARO:3001396
KJ510410.1.gene5.p01	IMP-45	ARO:3002236
KJ510410.1.gene7.p01	catB3	ARO:3002676
KJ510410.1.gene9.p01	antibiotic sensitive dihydropteroate synthase	ARO:3000744
JX524191.1.gene2.p01	KPC-14	ARO:3002324
KJ775801.1.gene1.p01	KPC-19	ARO:3002329
AJ635419.1.gene1.p01	LEN-10	ARO:3002460
EU400222.2.gene3.p01	KPC-5	ARO:3002315
X56809.1.gene1.p01	LCR-1	ARO:3002997
FN396876.1.gene5.p01	NDM-1	ARO:3000589
AY227050.1.gene1.p01	cphA4	ARO:3003100
AY227051.1.gene1.p01	cphA5	ARO:3003101
AY227052.1.gene1.p01	cphA6	ARO:3003102
AY261375.1.gene1.p01	cphA8	ARO:3003104
AJ635417.1.gene1.p01	LEN-11	ARO:3002461
AJ635406.1.gene1.p01	LEN-12	ARO:3002462
AJ635403.1.gene1.p01	LEN-13	ARO:3002463
AY265890.1.gene1.p01	LEN-6	ARO:3002476
AJ635425.1.gene1.p01	LEN-7	ARO:3002457
AJ635424.1.gene1.p01	LEN-8	ARO:3002458
AJ635405.1.gene1.p01	LEN-9	ARO:3002459
AJ635423.1.gene1.p01	LEN-9	ARO:3002459
JX173956.1.gene1.p01	MOX-8	ARO:3002190
KF361506.1.gene1.p01	NDM-10	ARO:3002360
AB926431.1.gene1.p01	NDM-12	ARO:3002362
AB926431.1.gene6.p01	antibiotic sensitive dihydropteroate synthase	ARO:3000744
AB926431.1.gene2.p01	bleomycin resistance protein (BRP)	ARO:3001205
KC999080.2.gene1.p01	NDM-9	ARO:3002359
KC999080.2.gene2.p01	bleomycin resistance protein (BRP)	ARO:3001205
AJ635420.1.gene1.p01	OKP-B-12	ARO:3002445
AM231720.2.gene1.p01	OXA-100	ARO:3001438
EU571228.1.gene2.p01	OXA-133	ARO:3001702
